,LoF_pvalue,LoF.Missense_pvalue,fisher_combine_pvalue,LoF_ACAT_pvalue,Missense_ACAT_pvalue
APLP2,1,1,1,NA,0.989690722
ST14,1,1,1,1,0.987012987
ZBTB44,1,1,1,NA,0.958333333
ADAMTS8,1,1,1,NA,0.989583333
ADAMTS15,1,0.866577148,0.9798641,1,0.985915493
SNX19,0.6875,0.6875,0.945101746,0.666666667,0.981132075
NTM,1,1,1,NA,0.928571429
OPCML,1,1,1,NA,0.888888889
ARNTL,1,0.9375,0.998004864,NA,0.96
SPATA19,1,1,1,0.5,0.941176471
BTBD10,1,1,1,NA,0.888888889
IGSF9B,1,0.598190308,0.905568205,NA,0.989247312
JAM3,0.25,0.25,0.59657359,0.5,0.971428571
NCAPD3,0.0625,0.0625,0.235786795,0.0625,0.992481203
VPS26B,1,0.2265625,0.562947645,NA,0.916666667
THYN1,0.9375,0.9375,0.998004864,0.9375,0.95
ACAD8,0.171875,0.171875,0.47454478,0.8,0.972972973
GLB1L3,0.5,0.5,0.84657359,0.5,0.98245614
GLB1L2,0.919610199,0.919610199,0.996678495,0.9,0.980392157
B3GAT1,1,0.928268433,0.99736347,NA,0.928571429
PTH,1,1,1,1,0.857142857
FAR1,1,0.75,0.84657359,1,0.944444444
BRSK2,1,0.856860638,0.98922846,NA,0.980769231
RRAS2,1,1,1,NA,0.197710796
COPB1,1,0.36328125,0.731131834,NA,0.974358974
PSMA1,0.331811905,0.331811905,0.697862492,0.331811905,0.857142857
PDE3B,0.558502044,0.558502044,0.883827809,0.558502044,0.985915493
MOB2,1,1,1,NA,0.9375
CYP2R1,0.885238528,0.885238528,0.993147464,0.75,0.970588235
CALCA,1,1,1,NA,0.923076923
CALCB,1,1,1,NA,0.857142857
INSC,0.094623566,0.094623566,0.317731619,0.857142857,0.986666667
DUSP8,1,0.397421827,0.76414561,NA,0.954545455
KRTAP5-1,1,1,1,1,0.916666667
SOX6,1,0.3125,0.675984628,NA,0.976744186
KRTAP5-2,1,1,1,NA,0.8
KRTAP5-3,1,1,1,NA,0.857142857
KRTAP5-4,1,1,1,NA,NA
KRTAP5-5,1,1,1,NA,0.75
C11orf58,1,1,1,NA,0.5
PLEKHA7,1,1,1,0.5,0.990825688
KRTAP5-6,1,1,1,NA,0.916666667
RPS13,1,1,1,NA,0.666666667
PIK3C2A,0.75,0.75,0.965761554,0.5,0.989795918
NUCB2,0.5,0.5,0.84657359,0.695913276,0.9375
IFITM10,0.75,0.75,0.965761554,0.75,NA
NCR3LG1,1,1,1,NA,NA
KCNJ11,1,1,1,1,0.958333333
ABCC8,0.34375,0.34375,0.710820217,0.75,0.991666667
USH1C,0.415905952,0.415905952,0.780778631,0.833333333,0.991666667
CTSD,1,1,1,NA,0.966666667
OTOG,0.619604179,0.619604179,0.916192853,0.888888889,NA
MYOD1,1,1,1,NA,0.961538462
KCNC1,1,0.696380615,0.948372144,NA,0.944444444
SERGEF,0.811457206,0.811457206,0.980989789,0.942694983,0.975
TPH1,0.584094048,0.584094048,0.898157485,0.637015845,0.961538462
SAAL1,0.109375,0.109375,0.351418915,0.430242653,0.967741935
SAA4,1,1,1,NA,0.933333333
SAA2,1,1,1,NA,0.65625
SAA1,1,1,1,NA,0.5
HPS5,1,1,1,1,0.99009901
GTF2H1,1,1,1,NA,0.954545455
SYT8,0.5660303,0.5660303,0.888162484,0.5660303,0.981132075
LDHA,1,1,1,1,0.888888889
TNNI2,0.875,0.875,0.991839969,0.875,0.923076923
LDHC,0.875,0.875,0.991839969,0.5,0.923076923
LDHAL6A,1,1,1,NA,0.962962963
TSG101,1,1,1,NA,0.947368421
UEVLD,0.11328125,0.11328125,0.359994402,0.278695275,0.976190476
SPTY2D1,1,1,1,NA,0.977272727
LSP1,1,1,1,NA,0.979591837
TMEM86A,1,1,1,NA,0.933333333
IGSF22,0.738266468,0.738266468,0.962293761,0.818324264,0.992857143
PTPN5,1,1,1,NA,0.985074627
ZDHHC13,0.36328125,0.36328125,0.731131834,0.666666667,0.970588235
CSRP3,0.9375,0.9375,0.998004864,0.5,0.941176471
E2F8,0.376953125,0.376953125,0.744721575,0.376953125,0.980769231
TNNT3,0.9375,0.9375,0.998004864,0.5,0.9375
MRPL23,1,1,1,NA,NA
NAV2,0.25,0.25,0.59657359,0.5,0.995614035
ODF3,1,1,1,NA,0.96875
DBX1,1,1,1,NA,0.95
HTATIP2,0.85546875,0.85546875,0.989012311,0.5,0.954545455
PRMT3,0.34375,0.34375,0.710820217,0.75,0.973684211
BET1L,1,1,1,NA,0.923076923
SLC6A5,0.9921875,0.9921875,0.999969403,0.666666667,0.984615385
NELL1,1,1,1,NA,0.987804878
RIC8A,1,1,1,NA,0.976744186
IGF2,0.25,0.03125,0.139554247,0.25,0.944444444
INS-IGF2,1,1,1,NA,0.98961446
INS,1,1,1,NA,0.888888889
TH,0.25,0.25,0.59657359,0.5,0.982758621
SIRT3,0.202436447,0.202436447,0.525794112,0.5,0.979166667
ANO5,0.772750854,0.772750854,0.971964937,0.833333333,0.985507246
SLC17A6,0.6875,0.6875,0.945101746,0.75,0.95
FANCF,1,1,1,NA,0.96875
GAS2,1,1,1,NA,0.923076923
ASCL2,1,0.75,0.965761554,NA,0.576253638
SVIP,0.03515625,0.03515625,0.152857718,0.245688432,0.725688883
TSPAN32,0.875,0.875,0.991839969,0.666666667,0.980769231
PSMD13,1,1,1,NA,0.952380952
CD81,1,1,1,NA,0.916666667
TSSC4,1,1,1,NA,0.978723404
TRPM5,0.303619385,0.303619385,0.665527736,0.888888889,0.99382716
KCNQ1,1,1,1,1,0.981481481
LUZP2,0.75,0.75,0.965761554,0.75,0.962962963
ANO3,0.75,0.75,0.965761554,0.75,0.980392157
MUC15,0.5,0.5,0.84657359,0.5,0.956521739
SLC5A12,1,1,1,NA,0.976744186
FIBIN,1,1,1,NA,0.958333333
BBOX1,0.623046875,0.623046875,0.917831237,0.672335456,0.965517241
CCDC34,0.411901474,0.411901474,0.777246177,0.531711744,0.961538462
LGR4,1,1,1,NA,0.979591837
LIN7C,1,1,1,NA,0.916666667
BDNF,1,1,1,NA,0.923076923
NLRP6,1,1,1,NA,NA
KIF18A,0.03125,0.03125,0.139554247,0.03125,0.983606557
METTL15,1,1,1,1,0.75
CDKN1C,1,0.03515625,0.152857718,NA,0.928571429
SLC22A18,0.569974967,0.569974967,0.890393711,0.569974967,0.980392157
PHLDA2,1,0.875,0.991839969,NA,0.916666667
NAP1L4,0.808344841,0.808344841,0.980333566,0.808344841,0.95
IFITM5,0.290527344,0.290527344,0.649635869,0.40362257,0.961538462
KCNA4,1,1,1,NA,0.964285714
CARS,0.75,0.75,0.965761554,0.75,0.98630137
FSHB,1,1,1,NA,0.916666667
ARL14EP,0.6875,0.6875,0.945101746,0.6875,0.884153996
MPPED2,1,1,1,NA,0.888888889
IFITM2,1,1,1,NA,0.490903029
DCDC1,0.88671875,0.88671875,0.993326664,0.75,0.875
OSBPL5,0.75,0.75,0.965761554,0.5,0.99009901
DNAJC24,0.8125,0.8125,0.981206984,0.87947841,0.582553227
IFITM1,1,1,1,NA,0.691862556
IMMP1L,0.9453125,0.9453125,0.998476609,0.958301528,0.857142857
ELP4,0.5,0.5,0.84657359,0.666666667,0.96875
PAX6,1,0.25,0.59657359,NA,0.75
IFITM3,1,1,1,NA,0.5
RCN1,1,1,1,NA,0.5
WT1,0.5,0.5,0.84657359,0.5,NA
EIF3M,1,1,1,NA,0.933333333
CCDC73,1,1,1,NA,0.982758621
PRRG4,1,1,1,NA,0.923076923
QSER1,1,1,1,NA,0.990654206
DEPDC7,1,1,1,1,0.96
TCP11L1,1,1,1,NA,0.961538462
CSTF3,1,0.5,0.84657359,NA,0.909090909
HIPK3,1,1,1,NA,0.987012987
KIAA1549L,1,1,1,NA,0.992481203
ZNF195,1,1,1,NA,0.952380952
C11orf91,0.9453125,0.9453125,0.998476609,0.9453125,NA
CD59,1,1,1,NA,0.454971671
FBXO3,1,1,1,NA,0.962962963
LMO2,1,0.5,0.84657359,NA,0.888888889
CAPRIN1,1,0.6875,0.945101746,NA,0.965517241
NAT10,0.980712891,0.980712891,0.999812796,0.8,0.987341772
ABTB2,1,0.709472656,0.952987313,NA,0.987951807
CAT,1,1,1,NA,0.981132075
ELF5,1,1,1,NA,0.96
EHF,1,1,1,NA,0.909090909
APIP,0.25,0.25,0.59657359,0.25,0.928571429
PDHX,0.5,0.5,0.84657359,0.5,0.983050847
CD44,0.303619385,0.166152954,0.271608394,0.446175276,0.978723404
SLC1A2,1,1,1,NA,0.962962963
PAMR1,0.905376434,0.905376434,0.995374901,0.888888889,0.9875
TRIM44,0.5,0.5,0.84657359,0.5,0.944444444
LDLRAD3,1,1,1,1,0.967741935
COMMD9,1,1,1,NA,0.9375
ART5,0.875,0.875,0.991839969,0.5,0.973684211
PRR5L,1,1,1,NA,0.967741935
TRAF6,1,1,1,NA,0.923076923
RAG1,0.65625,0.65625,0.932671336,0.75,0.984126984
ART1,0.905376434,0.905376434,0.995374901,0.885493196,0.975609756
RAG2,0.25,0.25,0.59657359,0.25,0.96969697
C11orf74,1,1,1,NA,0.9375
CHRNA10,0.028686523,0.028686523,0.130561773,0.8,0.983333333
NUP98,1,1,1,NA,0.992957746
B4GALNT4,0.75,0.75,0.965761554,0.5,0.986842105
PGAP2,0.401809692,0.401809692,0.76817041,0.401809692,0.972222222
RHOG,1,0.6875,0.945101746,NA,0.857142857
STIM1,1,1,1,NA,0.97826087
PKP3,0.25,0.25,0.59657359,0.25,0.989795918
LRRC4C,1,1,1,NA,0.966666667
SIGIRR,1,1,1,0.5,0.96
RRM1,1,1,1,NA,0.958333333
ANO9,0.34375,0.34375,0.710820217,0.75,0.988764045
API5,1,1,1,NA,0.857142857
TTC17,1,1,1,1,0.986111111
OR52B4,1,1,1,NA,0.970588235
HSD17B12,1,1,1,NA,0.965517241
TRIM21,1,1,1,1,0.975
ALKBH3,0.292332356,0.292332356,0.651861373,0.833333333,0.947368421
ACCSL,1,1,1,1,0.980769231
ACCS,0.85546875,0.85546875,0.989012311,0.666666667,0.980769231
EXT2,0.75,0.75,0.965761554,0.75,0.985074627
ALX4,1,1,1,NA,0.96875
OR52K2,0.875,0.875,0.991839969,0.5,0.965517241
CD82,0.75,0.75,0.965761554,0.75,0.96875
OR52K1,0.14453125,0.14453125,0.424092198,0.833333333,NA
TSPAN18,0.5,0.5,0.84657359,0.5,0.954545455
TP53I11,1,0.9375,0.998004864,NA,0.857142857
PRDM11,1,1,1,1,0.972222222
SYT13,0.25,0.25,0.59657359,0.25,0.972222222
OR52M1,0.3125,0.3125,0.675984628,0.5,NA
CHST1,0.5,0.5,0.710820217,0.5,0.9
C11orf40,0.5,0.5,0.84657359,0.5,0.966666667
SLC35C1,1,1,1,NA,0.96
CRY2,1,1,1,NA,0.976744186
OR52I2,1,1,1,NA,0.8
MAPK8IP1,1,1,1,NA,0.976744186
C11orf94,0.623046875,0.623046875,0.917831237,0.667212508,0.941176471
PEX16,0.25,0.25,0.59657359,0.25,0.973684211
PHF21A,1,0.8125,0.981206984,NA,0.956521739
OR52I1,0.25,0.25,0.59657359,0.25,0.471222657
TRIM68,0.25390625,0.25390625,0.601958443,0.8,0.982758621
PTDSS2,1,1,1,NA,0.966666667
CREB3L1,1,1,1,1,0.98
DGKZ,0.875,0.685470581,0.86594152,0.5,0.982758621
MDK,1,1,1,1,0.8
CHRM4,1,0.5,0.84657359,NA,0.958333333
AMBRA1,0.96875,0.96875,0.999506551,0.5,0.984375
OR51D1,0.274414063,0.274414063,0.629263589,0.436089957,0.970588235
OR51E1,0.875,0.875,0.991839969,0.5,0.971428571
HARBI1,0.2265625,0.2265625,0.562947645,0.422529505,0.971428571
ATG13,1,0.118523557,0.371292057,NA,0.979166667
ARHGAP1,1,1,1,NA,0.972972973
ZNF408,1,1,1,NA,0.983870968
F2,1,1,1,NA,0.974358974
CKAP5,1,1,1,1,0.985294118
OR51E2,0.8125,0.8125,0.981206984,0.666666667,0.972972973
LRP4,1,0.75,0.84657359,1,0.993589744
C11orf49,0.960823059,0.960823059,0.999222361,0.833333333,0.961538462
ARFGAP2,1,1,1,NA,0.979591837
PACSIN3,0.1875,0.1875,0.501370581,0.666666667,0.980769231
DDB2,1,1,1,NA,0.941176471
ACP2,0.5,0.5,0.84657359,0.5,0.974358974
NR1H3,1,1,1,NA,0.967741935
MADD,0.836530209,0.836530209,0.985844699,0.75,0.992366412
MYBPC3,0.75,0.75,0.965761554,0.5,0.993902439
SPI1,1,0.038406372,0.163593167,NA,0.916666667
SLC39A13,1,1,1,NA,0.958333333
PSMC3,0.6875,0.5,0.710820217,0.6875,0.8
RAPSN,1,1,1,NA,0.975
CELF1,1,0.1875,0.501370581,NA,0.916666667
PTPMT1,1,1,1,NA,0.923076923
KBTBD4,0.5,0.5,0.84657359,0.5,0.967741935
NDUFS3,0.828125,0.828125,0.984302062,0.828125,0.962962963
FAM180B,0.25,0.25,0.59657359,0.25,NA
C1QTNF4,0.892336425,0.892336425,0.993984305,0.8,NA
MTCH2,1,1,1,NA,0.944444444
AGBL2,0.0182417,0.0182417,0.091282289,0.909090909,0.984126984
OR51F1,1,1,1,NA,0.958333333
FNBP4,1,0.5,0.84657359,NA,0.979166667
NUP160,1,1,1,NA,0.98989899
PTPRJ,1,1,1,NA,0.989010989
OR51F2,1,1,1,NA,0.970588235
OR4B1,1,1,1,NA,0.971428571
OR4X2,1,1,1,NA,0.977777778
OR4X1,1,1,1,NA,0.962962963
OR4C5,1,1,1,NA,0.958333333
OR51S1,0.171875,0.171875,0.47454478,0.171875,0.96969697
OR4A47,0.5,0.5,0.84657359,0.5,NA
OR51T1,1,1,1,NA,0.972222222
TRIM49B,1,1,1,NA,0.5
TRIM64C,1,1,1,NA,0.9375
OR51A7,1,1,1,NA,0.967741935
FOLH1,1,1,1,NA,0.75
OR51G2,0.883653404,0.883653404,0.992952821,0.86790968,0.972222222
OR51G1,1,1,1,NA,0.972972973
RNH1,0.875,0.875,0.991839969,0.5,0.981132075
MMP26,1,1,1,NA,0.954545455
OR4C13,1,1,1,NA,0.9
OR4C12,1,1,1,NA,0.952380952
OR51L1,0.5,0.5,0.84657359,0.5,0.954545455
OR52J3,1,1,1,NA,0.971428571
OR52E2,1,1,1,NA,0.962962963
OR52A5,0.143139362,0.143139362,0.421393202,0.833333333,0.96969697
OR52A1,1,1,1,NA,0.96
OR51V1,1,1,1,1,NA
HBB,0.071932544,0.071932544,0.261260906,0.280516709,0.72266016
HBD,0.5,0.5,0.84657359,0.5,0.923076923
HBE1,1,1,1,NA,0.916666667
OR51B4,1,1,1,NA,0.972972973
HRAS,0.63671875,0.612792969,0.799373633,0.63671875,0.45538508
OR51B6,1,1,1,NA,0.970588235
OR51M1,1,1,1,NA,0.976190476
OR51Q1,1,1,1,NA,0.971428571
OR51I1,0.9453125,0.9453125,0.998476609,0.9453125,0.977272727
OR51I2,0.037759349,0.037759349,0.161478693,0.262923172,0.964285714
OR4A5,1,1,1,NA,NA
OR52D1,1,1,1,NA,0.966666667
UBQLN3,1,1,1,NA,0.985714286
UBQLNL,1,1,1,NA,0.97826087
LRRC56,1,1,1,NA,NA
TRIM48,1,1,1,NA,0.572788993
OR4A16,1,1,1,NA,0.96969697
OR52H1,1,1,1,1,0.96969697
OR4C16,0.376953125,0.376953125,0.744721575,0.691499658,NA
OR4C11,1,1,1,NA,0.954545455
OR4P4,0.5,0.5,0.84657359,0.5,0.958333333
OR4S2,1,1,1,1,0.941176471
OR4C6,0.125,0.125,0.384930193,0.352416382,0.975
OR5D14,1,1,1,NA,0.96875
OR52B6,1,1,1,NA,0.958333333
OR5D18,1,1,1,NA,0.941176471
OR5L2,1,1,1,NA,0.941176471
TRIM51,0.65625,0.65625,0.932671336,0.65625,0.753421738
OR5W2,1,1,1,NA,0.956521739
OR5I1,1,1,1,NA,0.956521739
OR10AG1,1,1,1,NA,0.96875
TRIM6-TRIM34,0.295017806,0.295017806,0.655151813,0.888888889,0.979166667
OR5F1,1,1,1,NA,0.923076923
OR5AS1,1,1,1,NA,0.975
OR8I2,1,1,1,NA,0.958333333
OR8H2,1,1,1,NA,0.898283497
TRIM6,1,1,1,NA,0.95
OR8H3,1,1,1,NA,0.9
OR8J3,1,1,1,NA,0.954545455
OR8K5,1,1,1,NA,0.958333333
OR5J2,1,1,1,NA,0.956521739
RASSF7,1,1,1,NA,0.981818182
OR5T2,0.733645372,0.733645372,0.960876995,0.744495766,0.965517241
OR5T3,0.0625,0.0625,0.235786795,0.197710796,0.956521739
OR8H1,1,1,1,NA,0.954545455
OR8K3,1,1,1,NA,0.96
OR8K1,1,1,1,NA,0.966666667
OR8J1,1,1,1,NA,0.956521739
OR8U1,1,1,1,NA,0.947368421
OR5M9,1,1,1,NA,0.975
OR5M3,1,1,1,NA,0.666666667
OR5M8,1,1,1,NA,0.954545455
OR5M11,1,1,1,NA,0.964285714
OR5M10,1,1,1,NA,0.8
OR5M1,1,1,1,NA,0.666666667
OR5AP2,1,1,1,1,0.961538462
TRIM5,1,1,1,NA,0.977272727
OR5AR1,0.63671875,0.63671875,0.92415094,0.5,0.967741935
OR9G1,1,1,1,1,0.944444444
OR9G4,1,1,1,NA,0.96969697
TRIM22,1,1,1,NA,0.97826087
LRRC55,1,1,1,NA,0.964285714
APLNR,1,1,1,NA,0.974358974
TNKS1BP1,0.75,0.75,0.965761554,0.75,0.993055556
SSRP1,1,0.8125,0.981206984,NA,0.962962963
P2RX3,0.820358276,0.820358276,0.982800792,0.666666667,0.96969697
OR56B1,0.044765539,0.044765539,0.18382148,0.357631134,NA
PRG3,1,1,1,NA,0.916666667
PRG2,0.984375,0.984375,0.999877289,0.984375,0.965517241
SLC43A3,1,1,1,NA,0.970588235
RTN4RL2,1,0.661180258,0.934729554,NA,0.941176471
SLC43A1,0.890625,0.890625,0.993787711,0.75,0.983050847
TIMM10,0.65625,0.65625,0.932671336,0.65625,0.833333333
SMTNL1,0.996499817,0.996499817,0.999993867,0.992114301,0.976744186
OR52N4,0.053876072,0.053876072,0.211251787,0.128363278,0.966666667
UBE2L6,0.5,0.5,0.84657359,0.647583618,0.923076923
SERPING1,1,1,1,NA,0.970588235
YPEL4,1,1,1,NA,0.8
CLP1,0.75,0.75,0.965761554,0.5,0.9375
ZDHHC5,1,1,1,NA,0.982758621
MED19,1,1,1,NA,0.909090909
TMX2,1,1,1,1,0.954545455
OR52N5,1,1,1,NA,0.947368421
CTNND1,1,1,1,NA,0.988095238
OR52N1,1,1,1,NA,0.958333333
OR6Q1,1,1,1,NA,0.966666667
OR9I1,0.387207031,0.387207031,0.754587422,0.387207031,0.958333333
PHRF1,0.224981268,0.224981268,0.560594405,0.666666667,0.995283019
OR9Q1,1,1,1,NA,0.975609756
OR9Q2,0.890625,0.890625,0.993787711,0.890625,0.962962963
OR1S2,0.0625,0.0625,0.235786795,0.0625,0.9375
OR52N2,1,1,1,NA,0.966666667
OR1S1,1,1,1,NA,0.833333333
OR10Q1,1,1,1,NA,0.964285714
OR10W1,1,1,1,NA,0.954545455
OR5B17,1,1,1,NA,0.975
OR5B3,1,1,1,NA,0.95
OR52E6,1,1,1,NA,0.96
OR5B2,1,1,1,NA,0.952380952
OR5B12,1,1,1,NA,0.962962963
OR5B21,1,1,1,NA,0.962962963
LPXN,1,1,1,1,0.973684211
OR52E8,1,1,1,NA,0.967741935
ZFP91,1,1,1,NA,0.967741935
CNTF,0.5,0.5,0.84657359,0.5,0.958333333
GLYAT,1,1,1,1,0.96875
GLYATL2,0.75,0.75,0.965761554,0.75,0.956521739
OR52E4,1,1,1,1,0.962962963
GLYATL1,0.278598547,0.278598547,0.634642875,0.278598547,0.972972973
FAM111B,0.75,0.75,0.965761554,0.75,0.981132075
FAM111A,1,1,1,NA,0.980769231
DTX4,0.5,0.5,0.84657359,0.666666667,0.979166667
MPEG1,1,1,1,NA,0.976744186
OR5AN1,1,1,1,NA,0.967741935
OR5A1,0.350554019,0.350554019,0.718018927,0.8,0.967741935
OR4D6,1,1,1,1,0.970588235
OR56A3,1,1,1,1,0.95
OR4D10,1,1,1,NA,0.952380952
OR4D11,0.968042672,0.968042672,0.999483836,0.968042672,0.962962963
OR4D9,1,1,1,NA,0.961538462
OSBP,1,0.43208312,0.794660184,NA,0.961538462
PATL1,0.5,0.5,0.84657359,0.5,0.971428571
OR10V1,1,1,1,NA,0.96875
STX3,0.5,0.5,0.84657359,0.5,0.962962963
MRPL16,0.5,0.5,0.84657359,0.5,0.956521739
GIF,0.25390625,0.25390625,0.601958443,0.25390625,0.972972973
TCN1,0.5,0.5,0.84657359,0.5,0.975
OR52L1,1,1,1,NA,0.566623495
OR56A4,1,1,1,NA,0.956521739
OOSP2,1,1,1,NA,0.733142868
MS4A3,1,1,1,NA,0.9375
MS4A2,0.907533329,0.907533329,0.995586739,0.907533329,0.961538462
MS4A6A,0.14453125,0.14453125,0.424092198,0.14453125,0.941176471
MS4A4E,1,1,1,NA,0.75
OR56A1,1,1,1,NA,0.952380952
MS4A4A,1,1,1,0.5,0.9375
MS4A6E,1,1,1,NA,0.888888889
MS4A7,0.5,0.5,0.84657359,0.666666667,0.95
MS4A14,1,1,1,1,0.979166667
MS4A5,0.34375,0.34375,0.710820217,0.34375,0.944444444
MS4A1,1,1,1,1,0.95
MS4A12,0.890625,0.890625,0.993787711,0.890625,0.964285714
MS4A13,1,1,1,NA,0.941176471
MS4A8,0.8125,0.8125,0.981206984,0.5,0.954545455
MS4A18,0.5,0.5,0.84657359,0.5,NA
MS4A15,1,1,1,0.5,0.958333333
MS4A10,0.5,0.5,0.84657359,0.666666667,0.96
CCDC86,0.5,0.5,0.84657359,0.5,0.972222222
PTGDR2,1,0.055007799,0.214545836,1,0.964285714
ZP1,0.74609375,0.74609375,0.964627606,0.8,0.98245614
PRPF19,1,0.9375,0.998004864,NA,0.9375
TMEM109,0.65625,0.65625,0.932671336,0.779781821,0.958333333
TMEM132A,0.75,0.75,0.965761554,0.75,0.990654206
SLC15A3,0.945935489,0.692672492,0.425802551,0.833333333,0.98
CD6,1,0.5,0.84657359,NA,0.976744186
OR56B4,1,1,1,NA,0.964285714
CD5,0.25,0.25,0.59657359,0.5,0.98
VPS37C,0.171875,0.171875,0.47454478,0.171875,0.96969697
PGA5,1,1,1,NA,0.75
VWCE,1,1,1,1,0.984848485
IRF7,1,1,1,1,0.979591837
DDB1,1,0.032714844,0.1445972,NA,0.967741935
CYB561A3,1,1,1,NA,0.941176471
TMEM138,1,1,1,1,0.916666667
TMEM216,0.25,0.25,0.59657359,0.25,0.933333333
CPSF7,1,0.5,0.84657359,NA,0.947368421
SDHAF2,0.5,0.5,0.84657359,0.5,0.947368421
PPP1R32,0.696380615,0.696380615,0.948372144,0.870951883,0.976744186
SYT7,1,0.0625,0.235786795,NA,0.965517241
OR52B2,0.035377773,0.035377773,0.15359867,0.285532917,0.965517241
DAGLA,1,0.212178111,0.541124034,NA,0.981132075
CDHR5,0.6875,0.6875,0.945101746,0.5,0.989795918
MYRF,1,0.623046875,0.917831237,NA,0.987012987
TMEM258,1,1,1,1,0.833333333
FEN1,1,1,1,NA,0.9375
FADS1,1,1,1,NA,0.857142857
FADS2,1,1,1,NA,0.9375
FADS3,1,0.971313477,0.99958455,NA,0.956521739
RAB3IL1,0.25,0.25,0.59657359,0.25,0.974358974
BEST1,0.5,0.5,0.84657359,0.5,0.980392157
OR52W1,1,1,1,NA,0.967741935
C11orf42,0.6875,0.6875,0.945101746,0.666666667,0.967741935
FAM160A2,1,1,1,NA,0.988095238
INCENP,0.9921875,0.9921875,0.999969403,0.5,0.990740741
SCGB1D1,1,1,1,NA,0.916666667
SCGB2A1,1,1,1,NA,0.616232334
SCGB1D2,1,1,1,NA,0.923076923
SCGB2A2,1,1,1,NA,0.916666667
SCGB1D4,1,1,1,NA,0.590186829
ASRGL1,0.5,0.5,0.84657359,0.5,0.96875
CNGA4,0.866577148,0.866577148,0.990674583,0.666666667,0.981818182
SCGB1A1,1,1,1,NA,0.833333333
AHNAK,0.0625,0.0625,0.235786795,0.5,0.99691358
EEF1G,1,1,1,NA,NA
TUT1,1,1,1,1,0.983606557
MTA2,1,1,1,NA,0.952380952
CCKBR,0.5,0.5,0.84657359,0.5,0.975609756
EML3,1,0.74609375,0.92415094,1,0.981481481
ROM1,0.668188095,0.668188095,0.93759189,0.961124109,0.979591837
B3GAT3,0.3125,0.3125,0.675984628,0.602416382,0.947368421
GANAB,0.5,0.725585938,0.779157286,0.5,0.985074627
SCT,0.75,0.75,0.965761554,0.75,0.928571429
INTS5,1,1,1,NA,0.98245614
UBXN1,1,0.285794094,0.643746532,NA,0.956521739
LRRN4CL,1,1,1,NA,0.875
BSCL2,1,1,1,0.5,0.979166667
GNG3,1,1,1,NA,0.75
HNRNPUL2,1,1,1,NA,0.975
TTC9C,0.5,0.5,0.84657359,0.5,0.9375
ZBTB3,1,1,1,1,0.972972973
POLR2G,1,1,1,NA,0.8
TAF6L,1,0.5,0.84657359,NA,0.974358974
TMEM179B,0.5,0.5,0.84657359,0.5,0.941176471
TMEM223,1,1,1,1,0.95
NXF1,1,0.5,0.84657359,NA,0.956521739
STX5,1,1,1,NA,0.766289906
WDR74,0.927001953,0.927001953,0.997268336,0.967870758,0.958333333
SLC3A2,0.75,0.75,0.965761554,0.75,0.977272727
CHRM1,1,0.125,0.384930193,NA,0.933333333
SLC22A6,0.7734375,0.7734375,0.972141648,0.75,0.975609756
SLC22A8,0.5,0.5,0.84657359,0.5,0.976744186
SLC22A24,0.2265625,0.2265625,0.562947645,0.666666667,0.981818182
SLC22A25,0.5,0.5,0.84657359,0.8,0.981481481
SLC22A10,0.931977026,0.931977026,0.997632119,0.5,0.981132075
SLC22A9,0.5,0.5,0.84657359,0.666666667,0.983606557
HRASLS5,0.5,0.5,0.84657359,0.642720866,0.96875
LGALS12,0.044765539,0.044765539,0.18382148,0.031855176,0.970588235
RARRES3,0.5,0.5,0.84657359,0.5,0.944444444
HRASLS2,1,1,1,NA,0.941176471
PLA2G16,0.5,0.5,0.84657359,0.5,0.928571429
ATL3,0.75,0.75,0.965761554,0.75,0.965517241
RTN3,1,1,1,NA,0.986111111
DRD4,1,1,1,1,0.983050847
MARK2,1,0.5,0.84657359,NA,0.95
SMPD1,0.9375,0.9375,0.998004864,0.666666667,0.98630137
RCOR2,1,0.8125,0.981206984,NA,0.965517241
NAA40,1,1,1,NA,0.923076923
APBB1,1,1,1,NA,0.981818182
COX8A,1,1,1,NA,0.666666667
OTUB1,1,0.875,0.991839969,NA,0.888888889
MACROD1,1,1,1,NA,0.958333333
FLRT1,1,1,1,NA,0.983606557
STIP1,1,1,1,NA,0.95
FERMT3,0.5,0.5,0.84657359,0.5,0.976744186
TRPT1,0.772750854,0.772750854,0.971964937,0.745912705,0.954545455
NUDT22,0.072998047,0.072998047,0.264057484,0.5,0.961538462
DNAJC4,0.25390625,0.25390625,0.601958443,0.548999168,0.952380952
VEGFB,0.005859375,0.005859375,0.035974877,0.021459962,0.933333333
FKBP2,0.5,0.5,0.84657359,0.5,0.75
PPP1R14B,1,1,1,NA,0.352416382
PLCB3,1,0.612792969,0.84657359,1,0.986842105
BAD,1,1,1,NA,0.933333333
GPR137,1,1,1,1,0.971428571
KCNK4,1,1,1,NA,0.966666667
ESRRA,1,1,1,NA,0.933333333
HPX,1,1,1,1,0.973684211
TRMT112,1,1,1,NA,0.672335456
PRDX5,0.5,0.5,0.84657359,0.66153703,0.9375
CCDC88B,0.953857422,0.953857422,0.998918669,0.8,0.992857143
RPS6KA4,1,0.5,0.84657359,NA,0.978723404
DEAF1,0.5,0.5,0.84657359,0.647583618,0.970588235
TRIM3,1,0.046569824,0.189390277,NA,0.971428571
